epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,4.44573,2.94424,4.47136,2.16755,0,0,0,0,2.50054,4.01657,2.02162,0.00105,0.00035,0.00105,0.00035,0.00105,0.00035,0.00105,0.00035
2,8.23969,1.9677,4.07915,1.54349,0.00325,0.25,0.24875,0.17937,1.3551,3.63842,1.04205,0.00211634,0.000705446,0.00211634,0.000705446,0.00211634,0.000705446,0.00211634,0.000705446
3,11.8921,1.44953,3.48789,1.14106,0.00656,0.5,0.4975,0.35494,1.19139,3.20889,0.90165,0.00316114,0.00105371,0.00316114,0.00105371,0.00316114,0.00105371,0.00316114,0.00105371
4,15.4951,1.32959,2.43695,1.08609,0.9781,0.75,0.78771,0.43503,1.43293,1.84861,1.16798,0.00363862,0.00121287,0.00363862,0.00121287,0.00363862,0.00121287,0.00363862,0.00121287
5,19.0747,1.23562,1.48895,1.09737,0.96522,1,0.995,0.70888,1.08418,0.97624,0.98195,0.0036015,0.0012005,0.0036015,0.0012005,0.0036015,0.0012005,0.0036015,0.0012005
