epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,14.0388,2.60563,4.21625,1.99143,0.00338,0.13783,0.01285,0.00147,1.80023,3.95655,1.59208,0.00109808,0.000366027,0.00109808,0.000366027,0.00109808,0.000366027,0.00109808,0.000366027
2,26.1468,1.40223,3.29683,1.27447,0.68525,0.77221,0.76333,0.57477,1.0208,1.9534,1.03596,0.00216534,0.000721781,0.00216534,0.000721781,0.00216534,0.000721781,0.00216534,0.000721781
3,37.7206,1.10153,1.83557,1.07736,0.97752,0.99302,0.98809,0.71785,0.94712,0.751,0.94234,0.00318861,0.00106287,0.00318861,0.00106287,0.00318861,0.00106287,0.00318861,0.00106287
4,49.1118,1.0042,0.94884,1.00374,0.99142,1,0.98865,0.71575,0.93138,0.62492,0.94806,0.00313502,0.00104501,0.00313502,0.00104501,0.00313502,0.00104501,0.00313502,0.00104501
5,60.6758,0.94447,0.76787,0.97746,0.99174,1,0.98901,0.73468,0.89013,0.57313,0.91354,0.00306903,0.00102301,0.00306903,0.00102301,0.00306903,0.00102301,0.00306903,0.00102301
6,72.1709,0.93078,0.6993,0.96636,0.99169,1,0.99171,0.73942,0.89695,0.55087,0.91304,0.00300303,0.00100101,0.00300303,0.00100101,0.00300303,0.00100101,0.00300303,0.00100101
7,83.6194,0.91916,0.65869,0.96274,0.99196,1,0.99044,0.73487,0.89412,0.50797,0.9224,0.00293704,0.000979013,0.00293704,0.000979013,0.00293704,0.000979013,0.00293704,0.000979013
8,95.0613,0.91941,0.63412,0.96137,0.99188,1,0.98971,0.74019,0.85516,0.49694,0.91178,0.00287105,0.000957015,0.00287105,0.000957015,0.00287105,0.000957015,0.00287105,0.000957015
9,106.589,0.90007,0.60693,0.95997,0.99168,1,0.98966,0.73909,0.86,0.51141,0.91971,0.00280505,0.000935018,0.00280505,0.000935018,0.00280505,0.000935018,0.00280505,0.000935018
10,118.061,0.90239,0.58854,0.95864,0.99184,1,0.99049,0.7356,0.88872,0.47022,0.92468,0.00273906,0.00091302,0.00273906,0.00091302,0.00273906,0.00091302,0.00273906,0.00091302
11,129.561,0.89396,0.56741,0.9534,0.99193,1,0.99018,0.74373,0.88289,0.46064,0.92172,0.00267307,0.000891022,0.00267307,0.000891022,0.00267307,0.000891022,0.00267307,0.000891022
12,141.266,0.88543,0.55403,0.95579,0.99179,1,0.99046,0.73169,0.90624,0.46339,0.9277,0.00260707,0.000869024,0.00260707,0.000869024,0.00260707,0.000869024,0.00260707,0.000869024
13,152.881,0.88795,0.54396,0.95721,0.9918,1,0.99085,0.73794,0.89427,0.4387,0.92885,0.00254108,0.000847026,0.00254108,0.000847026,0.00254108,0.000847026,0.00254108,0.000847026
14,164.291,0.8869,0.53786,0.95517,0.99197,1,0.98914,0.7453,0.87564,0.43915,0.9217,0.00247509,0.000825029,0.00247509,0.000825029,0.00247509,0.000825029,0.00247509,0.000825029
15,175.827,0.88719,0.52696,0.95284,0.99197,1,0.98931,0.74768,0.86433,0.41023,0.91852,0.00240909,0.000803031,0.00240909,0.000803031,0.00240909,0.000803031,0.00240909,0.000803031
16,187.534,0.87517,0.51754,0.95058,0.99199,1,0.98965,0.74729,0.87272,0.42334,0.92147,0.0023431,0.000781033,0.0023431,0.000781033,0.0023431,0.000781033,0.0023431,0.000781033
